# file	page	dpi	score	bad	engine
boundingBox_invalid.pdf	1	100	0.00023	0.0002	mupdf
bug1001080.pdf	1	100	0.00015	0.0000	poppler
bug1011159.pdf	1	100	0.00164	0.0000	mupdf
bug1019475_1.pdf	1	100	0.00285	0.0000	cairo
bug1019475_2.pdf	1	100	0.00004	0.0000	cairo
bug1020858.pdf	1	100	0.00698	0.0056	mupdf
bug1027533.pdf	1	100	0.00685	0.0000	cairo
bug1028735.pdf	1	100	0.00050	0.0000	cairo
bug1046314.pdf	1	100	0.00109	0.0000	cairo
bug1050040.pdf	1	100	0.04276	0.1516	cairo
bug1057544.pdf	1	100	0.00013	0.0000	cairo
bug1065245.pdf	1	100	0.00584	0.0195	cairo
bug1068432.pdf	1	100	0.00095	0.0000	poppler
bug1108301.pdf	1	100	0.00669	0.0005	cairo
bug1132849.pdf	1	100	0.00413	0.0000	cairo
bug1146106.pdf	1	100	0.00016	0.0000	cairo
bug1151216.pdf	1	100	0.00474	0.0000	cairo
bug1157493.pdf	1	100	0.01983	0.0540	cairo
bug1175962.pdf	1	100	0.00507	0.0000	cairo
bug1186827.pdf	1	100	0.00732	0.0000	cairo
bug1200096.pdf	1	100	0.00485	0.0000	cairo
bug1245391_reduced.pdf	1	100	0.00326	0.0032	mupdf
bug1250079.pdf	1	100	0.00623	0.0056	mupdf
bug1252420.pdf	1	100	0.00454	0.0000	cairo
bug1308536.pdf	1	100	0.00363	0.0000	cairo
bug1337429.pdf	1	100	0.00584	0.0000	cairo
bug1365930.pdf	1	100	0.00093	0.0016	cairo
bug1392647.pdf	1	100	0.00128	0.0000	cairo
bug1473809.pdf	1	100	0.00000	0.0000	cairo
bug1513120_reduced.pdf	1	100	0.00014	0.0000	mupdf
bug1529502.pdf	1	100	0.00018	0.0000	cairo
bug1538111.pdf	1	100	0.01261	0.0448	mupdf
bug1539074.1.pdf	1	100	0.00019	0.0000	cairo
bug1539074.pdf	1	100	0.00002	0.0000	cairo
bug1552113.pdf	1	100	0.00968	0.0045	mupdf
bug1606566.pdf	1	100	0.00578	0.0056	mupdf
bug1627427_reduced.pdf	1	100	0.00258	0.0000	cairo
bug1650302_reduced.pdf	1	100	0.00624	0.0100	mupdf
bug1669097.pdf	1	100	0.00019	0.0000	mupdf
bug1669099.pdf	1	100	0.00212	0.0000	cairo
bug1671312_ArialNarrow.pdf	1	100	0.02258	0.0730	cairo
bug1671312_reduced.pdf	1	100	0.00365	0.0000	mupdf
bug1675139.pdf	1	100	0.00023	0.0003	cairo
bug1703683_page2_reduced.pdf	1	100	0.01521	0.0220	mupdf
bug1708040.pdf	1	100	0.00606	0.0221	cairo
bug1708041.pdf	1	100	0.00002	0.0000	mupdf
bug1721218_reduced.pdf	1	100	0.00073	0.0012	cairo
bug1724918.pdf	1	100	0.00007	0.0000	cairo
bug1727053.pdf	1	100	0.00019	0.0000	cairo
bug1743245.pdf	1	100	0.01161	0.0019	cairo
bug1755507.pdf	1	100	0.00192	0.0077	cairo
bug1770750.pdf	1	100	0.00002	0.0000	mupdf
bug1771477.pdf	1	100	0.00078	0.0000	cairo
bug1782564.pdf	1	100	0.00005	0.0000	cairo
bug1795263.pdf	1	100	0.00136	0.0035	cairo
bug1796741.pdf	1	100	0.00012	0.0002	gs
bug1799927.pdf	1	100	0.00175	0.0046	cairo
bug1802506.pdf	1	100	0.00184	0.0032	mupdf
bug1802888.pdf	1	100	0.00004	0.0000	cairo
bug1811510.pdf	1	100	0.00008	0.0001	poppler
bug1811668_reduced.pdf	1	100	0.00406	0.0000	cairo
bug1811694.pdf	1	100	0.00002	0.0000	cairo
bug1815476.pdf	1	100	0.00364	0.0009	mupdf
bug1820909.1.pdf	1	100	0.00024	0.0000	cairo
bug1825002.pdf	1	100	0.00009	0.0000	mupdf
bug1844576.pdf	1	100	0.01865	0.0576	mupdf
bug1844583.pdf	1	100	0.01120	0.0340	mupdf
bug1851498.pdf	1	100	0.00002	0.0000	poppler
bug1863910.pdf	1	100	0.00132	0.0000	mupdf
bug1865341.pdf	1	100	0.00422	0.0154	mupdf
bug1868759.pdf	1	100	0.00223	0.0000	cairo
bug1871353.1.pdf	1	100	0.00350	0.0000	mupdf
bug1871353.pdf	1	100	0.00007	0.0002	cairo
bug1872721.pdf	1	100	0.00344	0.0000	mupdf
bug1873345.pdf	1	100	0.00144	0.0000	cairo
bug1883609.pdf	1	100	0.00249	0.0044	cairo
bug1885505.pdf	1	100	0.00982	0.0206	cairo
bug1889122.pdf	1	100	0.00073	0.0000	mupdf
bug1898053_minimal.pdf	1	100	0.00044	0.0000	cairo
bug1907000_reduced.pdf	1	100	0.00001	0.0000	cairo
bug1918115.pdf	1	100	0.00013	0.0000	cairo
bug1919513.pdf	1	100	0.00055	0.0000	cairo
bug1922766.pdf	1	100	0.02691	0.0457	mupdf
bug1934157.pdf	1	100	0.00160	0.0000	mupdf
bug1937438_af_from_latex.pdf	1	100	0.00019	0.0000	cairo
bug1937438_from_word.pdf	1	100	0.00008	0.0000	cairo
bug1937438_mml_from_latex.pdf	1	100	0.00015	0.0000	cairo
bug1942064.pdf	1	100	0.00007	0.0000	cairo
bug1947248_forms.pdf	1	100	0.00006	0.0000	mupdf
bug1947248_text.pdf	1	100	0.00005	0.0000	mupdf
bug1953099.pdf	1	100	0.00102	0.0000	cairo
bug1963407.pdf	1	100	0.00000	0.0000	cairo
bug1974436.pdf	1	100	0.00023	0.0000	mupdf
bug1978317.pdf	1	100	0.00339	0.0000	mupdf
bug1980958.pdf	1	100	0.00000	0.0000	mupdf
bug1989304.pdf	1	100	0.00002	0.0000	cairo
bug1992868.pdf	1	100	0.00535	0.0022	cairo
bug1997343.pdf	1	100	0.00154	0.0000	cairo
bug2004951.pdf	1	100	0.00005	0.0000	poppler
bug2009627.pdf	1	100	0.00021	0.0000	cairo
bug2013793.pdf	1	100	0.00107	0.0000	cairo
bug2014080.pdf	1	100	0.00027	0.0000	cairo
bug2025674.pdf	1	100	0.00003	0.0000	poppler
bug2026037.pdf	1	100	0.00089	0.0000	mupdf
bug2035197_1.pdf	1	100	0.00000	0.0000	mupdf
bug2035197_2.pdf	1	100	0.00000	0.0000	mupdf
bug766086.pdf	1	100	0.00754	0.0008	mupdf
bug793632.pdf	1	100	0.00002	0.0000	poppler
bug816075.pdf	1	100	0.00000	0.0000	cairo
bug847420.pdf	1	100	0.00950	0.0056	mupdf
bug850854.pdf	1	100	0.00843	0.0119	mupdf
bug852992_reduced.pdf	1	100	0.16180	0.4455	poppler
bug854315.pdf	1	100	0.00021	0.0000	cairo
bug859204.pdf	1	100	0.00706	0.0008	cairo
bug860632.pdf	1	100	0.00132	0.0000	cairo
bug864847.pdf	1	100	0.00515	0.0131	mupdf
bug866395.pdf	1	100	0.00633	0.0127	poppler
bug868745.pdf	1	100	0.00330	0.0000	cairo
bug878026.pdf	1	100	0.00692	0.0095	mupdf
bug886717.pdf	1	100	0.00353	0.0000	mupdf
bug893730.pdf	1	100	0.00298	0.0000	cairo
bug894572.pdf	1	100	0.01880	0.0441	cairo
bug898853.pdf	1	100	0.00350	0.0000	cairo
bug900822.pdf	1	100	0.00056	0.0000	cairo
bug903856.pdf	1	100	0.00073	0.0000	cairo
bug911034.pdf	1	100	0.00476	0.0000	cairo
bug920426.pdf	1	100	0.00434	0.0008	cairo
bug921409.pdf	1	100	0.00125	0.0000	cairo
bug946506.pdf	1	100	0.00264	0.0031	cairo
bug_jpx.pdf	1	100	0.01681	0.0177	gs
calgray.pdf	1	100	0.00099	0.0003	cairo
calrgb.pdf	1	100	0.00145	0.0002	cairo
canvas.pdf	1	100	0.00204	0.0000	cairo
ccitt_EndOfBlock_false.pdf	1	100	0.00002	0.0000	cairo
cff_bluescale_small_zones.pdf	1	100	0.00269	0.0000	mupdf
checkbox-bad-appearance.pdf	1	100	0.00031	0.0007	cairo
checkbox_no_appearance.pdf	1	100	0.00000	0.0000	poppler
chrome-text-selection-markedContent.pdf	1	100	0.00967	0.0119	cairo
cid_cff.pdf	1	100	0.00003	0.0000	poppler
cidfont_cmap_overflow.pdf	1	100	0.01238	0.0266	cairo
clippath.pdf	1	100	0.00021	0.0000	cairo
close-path-bug.pdf	1	100	0.00001	0.0000	cairo
cmykjpeg.pdf	1	100	0.00045	0.0000	gs
colorkeymask.pdf	1	100	0.04950	0.0751	cairo
colors.pdf	1	100	0.00004	0.0000	mupdf
colorspace_atan.pdf	1	100	0.00042	0.0000	cairo
colorspace_cos.pdf	1	100	0.00035	0.0000	cairo
colorspace_sin.pdf	1	100	0.00035	0.0000	cairo
comments.pdf	1	100	0.01922	0.0798	cairo
complex_ttf_font.pdf	1	100	0.00132	0.0000	cairo
coons-allflags-withfunction.pdf	1	100	0.11396	0.1707	mupdf
copy_paste_ligatures.pdf	1	100	0.01259	0.0000	mupdf
dates.pdf	1	100	0.00004	0.0000	cairo
dates_save.pdf	1	100	0.00014	0.0001	cairo
decodeACSuccessive.pdf	1	100	0.00020	0.0000	cairo
devicen.pdf	1	100	0.00005	0.0000	cairo
doc_1_3_pages.pdf	1	100	0.00004	0.0000	cairo
doc_2_3_pages.pdf	1	100	0.00004	0.0000	cairo
doc_3_3_pages.pdf	1	100	0.00004	0.0000	cairo
doc_actions.pdf	1	100	0.00000	0.0000	mupdf
empty#hash.pdf	1	100	0.00000	0.0000	mupdf
empty.pdf	1	100	0.00000	0.0000	mupdf
empty_protected.pdf	1	100	0.00000	0.0000	mupdf
encrypted-attachment.pdf	1	100	0.00013	0.0001	poppler
endchar.pdf	1	100	0.03693	0.0139	mupdf
evaljs.pdf	1	100	0.00013	0.0000	mupdf
extgstate.pdf	1	100	0.00112	0.0037	mupdf
extractPages_null_in_array.pdf	1	100	0.00000	0.0000	mupdf
extract_link.pdf	1	100	0.00001	0.0000	poppler
fields_order.pdf	1	100	0.00007	0.0000	cairo
file_pdfjs_form.pdf	1	100	0.00014	0.0000	mupdf
file_pdfjs_test.pdf	1	100	0.00286	0.0000	cairo
file_url_link.pdf	1	100	0.00751	0.0135	mupdf
filled-background.pdf	1	100	0.00000	0.0000	gs
find_all.pdf	1	100	0.00000	0.0000	poppler
firefox_logo.pdf	1	100	0.00015	0.0000	cairo
firefox_stamp.pdf	1	100	0.00093	0.0033	cairo
font_ascent_descent.pdf	1	100	0.00034	0.0000	poppler
form_two_pages.pdf	1	100	0.00077	0.0021	cairo
fraction-highlight.pdf	1	100	0.00013	0.0000	cairo
franz.pdf	1	100	0.00839	0.0143	poppler
franz_2.pdf	1	100	0.06273	0.0000	mupdf
freeculture.pdf	1	100	0.02150	0.0302	mupdf
freetext_no_appearance.pdf	1	100	0.00001	0.0000	poppler
freetexts.pdf	1	100	0.00070	0.0002	mupdf
french_diacritics.pdf	1	100	0.00015	0.0001	poppler
function_based_shading.pdf	1	100	0.25798	0.4807	gs
function_based_shading_cmyk.pdf	1	100	0.14841	0.4486	mupdf
german-umlaut-r.pdf	1	100	0.02244	0.0603	poppler
glyph_accent.pdf	1	100	0.00280	0.0000	cairo
gradientfill.pdf	1	100	0.05670	0.0867	cairo
hello_world_rotated.pdf	1	100	0.00044	0.0011	gs
helloworld-bad.pdf	1	100	0.00044	0.0000	cairo
highlight.pdf	1	100	0.00103	0.0032	mupdf
highlight_popup.pdf	1	100	0.00990	0.0429	mupdf
highlights.pdf	1	100	0.01964	0.0806	cairo
image-rotated-black-white-ratio.pdf	1	100	0.00002	0.0000	mupdf
images.pdf	1	100	0.00066	0.0000	cairo
images_1bit_grayscale.pdf	1	100	0.00019	0.0000	cairo
inks.pdf	1	100	0.00012	0.0000	cairo
inks_basic.pdf	1	100	0.00004	0.0000	cairo
issue1002.pdf	1	100	0.00392	0.0000	cairo
issue10084_reduced.pdf	1	100	0.01066	0.0017	cairo
issue10301.pdf	1	100	0.00002	0.0000	cairo
issue10339_reduced.pdf	1	100	0.00001	0.0000	cairo
issue10388_reduced.pdf	1	100	0.00079	0.0000	mupdf
issue10402.pdf	1	100	0.00000	0.0000	poppler
issue10438_reduced.pdf	1	100	0.00562	0.0056	mupdf
issue1045.pdf	1	100	0.00098	0.0000	cairo
issue10519_reduced.pdf	1	100	0.00477	0.0000	cairo
issue10529.pdf	1	100	0.00021	0.0000	poppler
issue10542_reduced.pdf	1	100	0.00476	0.0101	cairo
issue1055r.pdf	1	100	0.00450	0.0008	mupdf
issue10572.pdf	1	100	0.13861	0.2117	cairo
issue10640.pdf	1	100	0.00146	0.0000	cairo
issue10665_reduced.pdf	1	100	0.00335	0.0000	cairo
issue10900.pdf	1	100	0.00011	0.0000	cairo
issue11016_reduced.pdf	1	100	0.00099	0.0000	cairo
issue11045.pdf	1	100	0.00011	0.0000	cairo
issue11124.pdf	1	100	0.00012	0.0000	cairo
issue11131_reduced.pdf	1	100	0.01847	0.0594	mupdf
issue11144_reduced.pdf	1	100	0.04035	0.1959	cairo
issue11150_reduced.pdf	1	100	0.00134	0.0000	cairo
issue11242_reduced.pdf	1	100	0.02380	0.0698	gs
issue11279.pdf	1	100	0.00132	0.0079	cairo
issue11362.pdf	1	100	0.02538	0.1005	mupdf
issue11403_reduced.pdf	1	100	0.00677	0.0032	mupdf
issue11442_reduced.pdf	1	100	0.00444	0.0000	mupdf
issue11473.pdf	1	100	0.00197	0.0079	mupdf
issue11477_reduced.pdf	1	100	0.00893	0.0173	poppler
issue11549_reduced.pdf	1	100	0.00680	0.0000	cairo
issue11555.pdf	1	100	0.00166	0.0039	mupdf
issue1155r.pdf	1	100	0.00025	0.0001	mupdf
issue11578_reduced.pdf	1	100	0.02229	0.0611	mupdf
issue11651.pdf	1	100	0.00000	0.0000	cairo
issue11656.pdf	1	100	0.00014	0.0000	cairo
issue11697_reduced.pdf	1	100	0.00110	0.0000	cairo
issue1171.pdf	1	100	0.00024	0.0000	cairo
issue11713.pdf	1	100	0.00004	0.0000	poppler
issue11718_reduced.pdf	1	100	0.00241	0.0000	cairo
issue11740_reduced.pdf	1	100	0.00979	0.0151	mupdf
issue11768_reduced.pdf	1	100	0.01081	0.0294	mupdf
issue11878_reduced.pdf	1	100	0.00020	0.0000	cairo
issue11913.pdf	1	100	0.00506	0.0000	cairo
issue11915.pdf	1	100	0.00305	0.0077	mupdf
issue11922_reduced.pdf	1	100	0.00000	0.0000	mupdf
issue11931.pdf	1	100	0.00000	0.0000	cairo
issue12007_reduced.pdf	1	100	0.00009	0.0000	mupdf
issue12010_reduced.pdf	1	100	0.00000	0.0000	cairo
issue12120_reduced.pdf	1	100	0.00116	0.0000	mupdf
issue12213.pdf	1	100	0.03433	0.0756	cairo
issue12295.pdf	1	100	0.03268	0.0979	gs
issue12337.pdf	1	100	0.02927	0.0856	cairo
issue12399_reduced.pdf	1	100	0.00340	0.0000	cairo
issue12418_reduced.pdf	1	100	0.06626	0.1746	mupdf
issue1249.pdf	1	100	0.00398	0.0001	mupdf
issue12504.pdf	1	100	0.00050	0.0019	gs
issue12705.pdf	1	100	0.00000	0.0000	cairo
issue12706.pdf	1	100	0.00345	0.0048	cairo
issue12750.pdf	1	100	0.00055	0.0027	poppler
issue12798_page1_reduced.pdf	1	100	0.00195	0.0110	mupdf
issue12810.pdf	1	100	0.00393	0.0073	cairo
issue12823.pdf	1	100	0.00043	0.0002	cairo
issue12841_reduced.pdf	1	100	0.31204	0.8314	cairo
issue1293r.pdf	1	100	0.00551	0.0087	mupdf
issue12963.pdf	1	100	0.00230	0.0000	cairo
issue13003.pdf	1	100	0.00002	0.0000	cairo
issue13107_reduced.pdf	1	100	0.00141	0.0000	cairo
issue13147.pdf	1	100	0.00785	0.0000	cairo
issue13193.pdf	1	100	0.00592	0.0000	cairo
issue13201.pdf	1	100	0.00300	0.0000	cairo
issue13211.pdf	1	100	0.00114	0.0000	cairo
issue13226.pdf	1	100	0.00250	0.0000	mupdf
issue13242.pdf	1	100	0.01030	0.0316	cairo
issue13269.pdf	1	100	0.00000	0.0000	mupdf
issue13271.pdf	1	100	0.00000	0.0000	mupdf
issue13316_reduced.pdf	1	100	0.00156	0.0000	mupdf
